Survived,Pclass,Sex,Age,SibSp,Parch,Fare,Embarked,Age_na
1,0.0,0.0,0.748254731484404,0.0,0.0,0.057970539254838485,0.6666666666666666,1.0
0,0.5,0.0,0.748254731484404,0.25,0.0,0.1434624456306609,0.0,0.0
0,0.0,0.0,0.9467031833320608,0.0,0.0,0.051822148727810165,0.0,0.0
0,1.0,1.0,0.585127105304329,0.5,0.3333333333333333,0.06104473451835265,0.0,0.0
0,1.0,0.0,0.5651981777397709,0.375,0.3333333333333333,0.05445717323939373,0.0,0.0
1,1.0,0.0,0.748254731484404,0.25,0.0,0.04538097769949478,0.3333333333333333,1.0
0,1.0,0.0,0.7300610460577387,0.0,0.0,0.014110458666029575,0.6666666666666666,0.0
0,1.0,1.0,0.7878243777772886,0.0,0.6666666666666666,0.04113566043083236,0.0,0.0
1,0.0,1.0,0.9178165723293769,0.125,0.0,0.1527664244005612,0.6666666666666666,0.0
0,0.0,0.0,0.748254731484404,0.0,0.0,0.07729405233978466,0.6666666666666666,1.0
1,1.0,1.0,0.7728826315759671,0.0,0.3333333333333333,0.021730754366528396,0.0,0.0
0,1.0,0.0,0.8084077518153272,0.0,0.0,0.015126992566498259,0.3333333333333333,0.0
1,0.0,1.0,0.8975000719428585,0.0,0.0,0.050610427826483444,0.0,0.0
0,0.5,0.0,0.780486941502388,0.0,0.16666666666666666,0.06441171028315387,0.0,0.0
1,0.5,1.0,0.22867198880168826,0.125,0.16666666666666666,0.050748620223090936,0.0,0.0
1,0.0,1.0,0.6994069226064903,0.0,0.0,0.05855610025741262,0.0,0.0
1,0.5,1.0,0.748254731484404,0.125,0.0,0.050748620223090936,0.0,0.0
1,0.0,0.0,0.8931886722378137,0.125,0.0,0.10149724044618187,0.0,0.0
0,0.0,0.0,0.780486941502388,0.125,0.0,0.16038672010106003,0.6666666666666666,0.0
0,1.0,0.0,0.748254731484404,0.0,0.0,0.015712553569072387,0.0,1.0
0,1.0,0.0,0.7525661311894488,0.0,0.0,0.015712553569072387,0.0,0.0
1,0.5,1.0,0.794913038915667,0.375,0.0,0.04098927018018883,0.0,0.0
0,0.0,0.0,0.6994069226064903,0.375,0.3333333333333333,0.5133418122566507,0.0,0.0
0,0.0,0.0,0.8550660592465903,0.0,0.0,0.05410739813385612,0.6666666666666666,0.0
0,1.0,0.0,0.8210840860672288,0.0,0.0,0.012678957201736696,0.0,0.0
0,0.5,0.0,0.748254731484404,0.0,0.0,0.02937564362913533,0.6666666666666666,1.0
0,1.0,0.0,0.748254731484404,0.125,0.0,0.04713766070721715,0.3333333333333333,1.0
1,1.0,0.0,0.5431677704000709,0.125,0.16666666666666666,0.031034733136428686,0.0,0.0
0,0.5,1.0,0.7649912996723136,0.125,0.16666666666666666,0.050748620223090936,0.0,0.0
0,1.0,0.0,0.6634738110619175,0.0,0.0,0.015175789316712771,0.0,0.0
0,0.5,0.0,0.8842896493352337,0.0,0.0,0.050748620223090936,0.0,0.0
1,0.0,1.0,0.7203339211714648,0.0,0.0,0.15216446768991498,0.0,0.0
1,0.0,1.0,0.8652678619248745,0.0,0.0,0.4440992237022602,0.6666666666666666,0.0
1,1.0,1.0,0.9500487823473609,0.0,0.0,0.018713553707264782,0.0,0.0
1,0.5,1.0,0.8210840860672288,0.0,0.0,0.020494635090094415,0.0,0.0
0,0.0,0.0,0.6881017111534806,0.125,0.0,0.2125586439344078,0.6666666666666666,0.0
0,0.0,0.0,0.748254731484404,0.0,0.0,0.0,0.0,1.0
0,1.0,0.0,0.6994069226064903,0.0,0.0,0.015411575213749286,0.0,0.0
1,0.5,0.0,0.31345290922417474,0.125,0.16666666666666666,0.050748620223090936,0.0,0.0
1,0.0,1.0,0.8749949868111484,0.0,0.16666666666666666,0.11316786160148591,0.6666666666666666,0.0
0,1.0,1.0,0.5431677704000709,0.375,0.3333333333333333,0.05445717323939373,0.0,0.0
0,1.0,0.0,0.748254731484404,0.0,0.0,0.014110458666029575,0.6666666666666666,1.0
1,0.5,1.0,0.748254731484404,0.0,0.3333333333333333,0.028302115124416098,0.0,0.0
0,1.0,0.0,0.6634738110619175,0.5,0.16666666666666666,0.07746484096553544,0.0,0.0
0,0.0,0.0,0.9398469796690767,0.0,0.0,0.051822148727810165,0.0,0.0
1,0.0,0.0,0.7728826315759671,0.0,0.0,0.1497654242623688,0.6666666666666666,0.0
0,1.0,0.0,0.6355530007489782,0.625,0.3333333333333333,0.09154270340242172,0.0,0.0
0,0.5,0.0,0.9178165723293769,0.125,0.0,0.050748620223090936,0.0,0.0
0,1.0,0.0,0.6994069226064903,0.0,0.0,0.014931805565640218,0.0,0.0
0,1.0,0.0,0.6881017111534806,0.125,0.16666666666666666,0.015330377421392339,0.0,0.0
0,1.0,1.0,0.7878243777772886,0.125,0.16666666666666666,0.02042143996477265,0.0,0.0
1,1.0,1.0,0.827145248933651,0.125,0.16666666666666666,0.03952536767375352,0.0,0.0
1,0.5,1.0,0.780486941502388,0.0,0.0,0.02469115560854232,0.0,0.0
0,1.0,1.0,0.8602291728689075,0.0,0.8333333333333333,0.07746484096553544,0.0,0.0
0,0.5,0.0,0.7567904259244436,0.125,0.0,0.050748620223090936,0.0,0.0
1,1.0,1.0,0.748254731484404,0.125,0.0,0.030253985132996517,0.3333333333333333,1.0
0,1.0,0.0,0.8931886722378137,0.0,0.0,0.015330377421392339,0.0,0.0
1,0.0,1.0,0.7300610460577387,0.0,0.16666666666666666,0.10735285047192313,0.0,0.0
1,1.0,0.0,0.8084077518153272,0.0,0.0,0.11027245763075773,0.0,0.0
0,1.0,1.0,0.748254731484404,0.0,0.0,0.015712553569072387,0.0,1.0
1,0.0,0.0,0.8330356519068904,0.125,0.3333333333333333,0.23422440102965048,0.0,0.0
1,0.5,1.0,0.780486941502388,0.0,0.0,0.025374310111545468,0.0,0.0
1,1.0,1.0,0.748254731484404,0.125,0.0,0.030937139635999665,0.0,0.0
1,0.0,1.0,0.6881017111534806,0.125,0.0,0.4440992237022602,0.6666666666666666,0.0
0,1.0,0.0,0.8550660592465903,0.0,0.0,0.015411575213749286,0.0,0.0
1,0.5,1.0,0.8796939593381534,0.125,0.16666666666666666,0.05123658772523604,0.0,0.0
1,1.0,0.0,0.748254731484404,0.0,0.0,0.11027245763075773,0.0,1.0
0,1.0,0.0,0.748254731484404,0.0,0.0,0.01650950209357577,0.3333333333333333,1.0
0,1.0,0.0,0.7101321184931805,0.0,0.0,0.016908073949327893,0.0,0.0
0,0.0,0.0,0.8443408633599,0.0,0.0,0.0,0.0,0.0
0,1.0,0.0,0.8148419664802251,0.0,0.0,0.016891873428256675,0.0,0.0
0,0.0,0.0,0.9327583185306982,0.0,0.0,0.057970539254838485,0.6666666666666666,0.0
0,1.0,0.0,0.748254731484404,0.0,0.0,0.014102260811993537,0.6666666666666666,1.0
1,1.0,0.0,0.7567904259244436,0.125,0.0,0.015175789316712771,0.0,0.0
0,0.5,0.0,0.748254731484404,0.0,0.0,0.0,0.0,1.0
0,0.5,0.0,0.9058650064897152,0.0,0.0,0.02444717185746977,0.0,0.0
0,1.0,1.0,0.7203339211714648,0.0,0.0,0.015126992566498259,0.3333333333333333,0.0
0,1.0,0.0,0.7203339211714648,0.0,0.0,0.015712553569072387,0.0,0.0
0,1.0,0.0,0.7567904259244436,0.0,0.0,0.013760683560491965,0.0,0.0
0,1.0,1.0,0.7101321184931805,0.125,0.0,0.019177122834302632,0.0,0.0
0,0.0,0.0,0.9533416925687369,0.0,0.0,0.050748620223090936,0.0,0.0
0,1.0,0.0,0.7203339211714648,0.0,0.0,0.015712553569072387,0.0,0.0
0,1.0,0.0,0.748254731484404,0.125,0.0,0.015126992566498259,0.3333333333333333,1.0
0,1.0,1.0,0.8550660592465903,0.125,0.0,0.018493968331299484,0.0,0.0
0,0.5,0.0,0.8749949868111484,0.125,0.0,0.050748620223090936,0.0,0.0
0,0.5,0.0,0.7393557085818239,0.0,0.0,0.025374310111545468,0.0,0.0
0,0.5,0.0,0.780486941502388,0.0,0.0,0.025374310111545468,0.0,0.0
1,0.0,1.0,0.8148419664802251,0.125,0.0,0.17566830077223786,0.3333333333333333,0.0
0,1.0,0.0,0.748254731484404,0.0,0.0,0.015712553569072387,0.0,1.0
0,1.0,1.0,0.6881017111534806,0.0,0.0,0.013175122557917838,0.3333333333333333,0.0
1,0.5,1.0,0.748254731484404,0.0,0.0,0.06441171028315387,0.0,1.0
0,1.0,1.0,0.748254731484404,0.0,0.0,0.01727404957593672,0.0,0.0
0,0.5,0.0,0.794913038915667,0.0,0.0,0.025374310111545468,0.0,0.0
1,0.5,1.0,0.8652678619248745,0.125,0.0,0.050748620223090936,0.0,0.0
1,0.0,1.0,0.9017243666778533,0.0,0.16666666666666666,0.4831284260198326,0.6666666666666666,0.0
0,1.0,0.0,0.748254731484404,0.0,0.0,0.016908073949327893,0.0,1.0
0,0.0,0.0,0.8796939593381534,0.125,0.0,0.16293234896625058,0.0,0.0
1,1.0,1.0,0.794913038915667,0.0,0.0,0.024349578357040744,0.0,0.0
0,1.0,1.0,0.8387646534999957,0.0,0.0,0.018713553707264782,0.0,0.0
0,1.0,0.0,0.7878243777772886,0.0,0.0,0.015175789316712771,0.0,0.0
1,0.5,1.0,0.6761501453138191,0.0,0.0,0.023422440102965045,0.6666666666666666,0.0
0,0.5,0.0,0.7649912996723136,0.0,0.0,0.020494635090094415,0.0,0.0
0,1.0,1.0,0.8796939593381534,0.0,0.16666666666666666,0.028212719478023115,0.6666666666666666,0.0
1,0.5,0.0,0.9467031833320608,0.0,0.0,0.020494635090094415,0.0,0.0
0,1.0,1.0,0.748254731484404,0.0,0.0,0.015126992566498259,0.3333333333333333,1.0
1,1.0,1.0,0.023585027717355198,0.25,0.16666666666666666,0.03758969818624431,0.6666666666666666,0.0
0,1.0,0.0,0.748254731484404,0.0,0.0,0.015411575213749286,0.0,1.0
1,1.0,0.0,0.7101321184931805,0.0,0.0,0.014110458666029575,0.6666666666666666,0.0
1,0.0,1.0,0.9178165723293769,0.125,0.0,0.11594107850967697,0.6666666666666666,0.0
1,1.0,1.0,0.8148419664802251,0.375,0.0,0.030937139635999665,0.0,0.0
0,1.0,0.0,0.6499790981622572,0.125,0.16666666666666666,0.014110458666029575,0.6666666666666666,0.0
0,1.0,0.0,0.7567904259244436,0.0,0.0,0.014931805565640218,0.0,0.0
0,1.0,0.0,0.9058650064897152,0.0,0.0,0.013768881414528002,0.0,0.0
0,1.0,0.0,0.7300610460577387,0.0,0.0,0.015216388212891242,0.0,0.0
0,1.0,0.0,0.748254731484404,0.0,0.0,0.015411575213749286,0.0,0.0
0,1.0,0.0,0.6761501453138191,0.0,0.0,0.016908073949327893,0.0,0.0
0,1.0,0.0,0.9058650064897152,0.0,0.0,0.015712553569072387,0.0,0.0
1,0.0,1.0,0.8443408633599,0.125,0.0,0.13913573538264068,0.6666666666666666,0.0
0,1.0,0.0,0.748254731484404,0.0,0.0,0.014151057562208049,0.0,1.0
0,1.0,0.0,0.748254731484404,0.0,0.0,0.028302115124416098,0.0,1.0
1,1.0,1.0,0.6200573589189038,0.0,0.0,0.014110458666029575,0.6666666666666666,0.0
0,1.0,0.0,0.748254731484404,0.0,0.0,0.015712553569072387,0.0,1.0
1,0.0,1.0,0.801769242578651,0.125,0.0,0.22109807522194713,0.6666666666666666,0.0
0,1.0,0.0,0.7393557085818239,0.0,0.0,0.015330377421392339,0.0,0.0
0,1.0,0.0,0.6994069226064903,0.0,0.0,0.015712553569072387,0.0,0.0
